Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,29/11/2003,Osasuna,Real Madrid,1,1,D,1,0,H,3.75,3.25,1.83,4,3.3,1.8,3.5,3.1,1.9,3.75,3.25,1.8,4.33,3.4,1.67,4.2,3.3,1.75,3.75,3.2,1.83
SP1,29/11/2003,Valencia,Zaragoza,3,2,H,3,0,H,1.4,3.75,7.5,1.44,3.75,7.5,1.4,3.9,6,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5
SP1,30/11/2003,Albacete,Espanol,2,1,H,1,1,D,2.2,3.25,2.8,2.1,3.2,3.2,2,3.1,3.2,1.91,3.2,3.5,2.1,3.25,3,2.1,3.25,3,2,3.1,3.3
SP1,30/11/2003,Ath Bilbao,Santander,1,2,A,1,1,D,1.8,3.25,4,1.9,3.25,3.8,1.75,3.2,4,1.73,3.2,4.33,1.83,3.25,3.75,1.83,3.25,3.8,1.8,3.1,4
SP1,30/11/2003,Barcelona,Valladolid,0,0,D,0,0,D,1.5,3.5,6,1.5,3.65,6.2,1.45,3.6,5.8,1.44,3.6,6.5,1.44,3.5,7,1.44,3.6,7,1.44,3.6,6.5
SP1,30/11/2003,La Coruna,Villarreal,0,1,A,0,0,D,1.44,3.75,6.5,1.48,3.85,6,1.4,3.9,6,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7
SP1,30/11/2003,Mallorca,Betis,2,1,H,1,1,D,2,3.25,3.25,2.1,3.2,3.3,2.1,3,3.1,2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.2,3
SP1,30/11/2003,Sevilla,Celta,0,1,A,0,1,A,2.1,3,3.25,2.1,3.1,3.35,2.2,2.8,3.1,2,3.2,3.2,2.1,3,3.25,2.1,3,3.25,2.1,3,3.2
SP1,02/12/2003,Sociedad,Valencia,0,0,D,0,0,D,2.5,3.25,2.4,2.7,3.1,2.5,2.7,2.8,2.5,2.5,3.2,2.5,2.62,3.2,2.38,2.62,3.2,2.38,2.75,3.1,2.3
SP1,03/12/2003,Betis,Murcia,1,1,D,0,0,D,1.61,3.5,4.5,1.65,3.4,5.2,1.6,3.3,4.8,1.57,3.5,5,1.67,3.4,4.5,1.67,3.4,4.5,1.57,3.5,5
SP1,03/12/2003,Celta,Albacete,2,2,D,1,1,D,1.61,3.5,4.5,1.65,3.4,5.2,1.7,3.2,4.2,1.62,3.25,5,1.62,3.4,5,1.62,3.4,5,1.57,3.3,5.5
SP1,03/12/2003,Espanol,Osasuna,0,1,A,0,0,D,2.37,3.1,2.62,2.65,3.1,2.55,2.5,3,2.5,2.62,2.88,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6
SP1,03/12/2003,Malaga,Barcelona,5,1,H,2,0,H,2.5,3.1,2.5,2.8,3.2,2.38,2.7,3,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.1,2.25
SP1,03/12/2003,Real Madrid,Ath Madrid,2,0,H,2,0,H,1.44,3.75,6,1.5,3.7,6.5,1.55,3.5,4.8,1.4,3.75,7,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5
SP1,03/12/2003,Valladolid,La Coruna,1,1,D,0,0,D,2.5,3.1,2.5,2.7,3.2,2.45,2.5,3,2.5,2.6,3.2,2.38,2.62,3.2,2.38,2.62,3.2,2.38,2.62,3.1,2.37
SP1,03/12/2003,Villarreal,Mallorca,0,2,A,0,0,D,1.83,3.2,3.75,1.95,3.2,3.75,1.85,3.1,3.6,1.91,3.2,3.5,1.91,3.2,3.6,1.91,3.2,3.6,1.83,3.2,3.75
SP1,04/12/2003,Santander,Sevilla,0,4,A,0,3,A,1.9,3.25,3.4,2.05,3.15,3.5,2,3,3.3,2,3.2,3.2,2,3.1,3.4,2,3.1,3.4,1.9,3.2,3.5
SP1,04/12/2003,Zaragoza,Ath Bilbao,2,2,D,1,2,A,2.25,3.2,2.75,2.25,3.1,3.1,2.3,2.9,2.8,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.88,2.3,3.1,2.75
SP1,06/12/2003,Barcelona,Real Madrid,1,2,A,0,1,A,2.75,3.25,2.25,2.8,3.25,2.3,2.7,2.9,2.4,2.6,3.2,2.375,2.8,3.2,2.25,2.8,3.2,2.25,2.8,3.1,2.25
SP1,06/12/2003,La Coruna,Malaga,1,0,H,0,0,D,1.5,3.5,6,1.43,3.65,7.75,1.45,3.6,5.8,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.5,7
SP1,06/12/2003,Osasuna,Celta,3,2,H,1,1,D,1.9,3.25,3.5,2.06,3.3,3.2,2,3.1,3.2,2.1,3.2,3,2,3.2,3.3,2,3.2,3.3,2,3.1,3.3
SP1,06/12/2003,Sociedad,Betis,0,4,A,0,2,A,1.9,3.25,3.5,1.82,3.3,4,1.9,3.1,3.5,1.8,3.2,4,1.85,3.2,3.75,1.85,3.2,3.75,1.83,3,4
SP1,07/12/2003,Albacete,Santander,4,0,H,1,0,H,2.4,3.2,2.6,2.55,3.25,2.48,2.5,3,2.5,2.6,3.2,2.375,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5
SP1,07/12/2003,Ath Madrid,Espanol,2,0,H,1,0,H,1.44,3.75,6.5,1.5,3.5,6.65,1.45,3.6,5.8,1.533,3.5,5.5,1.5,3.5,6,1.5,3.5,6,1.4,3.75,7
SP1,07/12/2003,Mallorca,Valladolid,1,0,H,1,0,H,1.83,3.25,3.75,1.92,3.2,3.7,1.9,3.1,3.5,2.1,3,3.2,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.1,3.6
SP1,07/12/2003,Murcia,Villarreal,1,1,D,1,0,H,2.5,3.2,2.5,2.6,3.25,2.4,2.6,2.8,2.6,2.75,3.2,2.25,2.6,3.2,2.4,2.6,3.2,2.4,2.6,3.1,2.4
SP1,07/12/2003,Sevilla,Zaragoza,3,2,H,1,2,A,1.9,3.25,3.4,1.91,3.3,3.62,1.85,2.9,4,2,3.2,3.2,2,3.2,3.3,2,3.2,3.3,1.83,3.2,3.75
SP1,07/12/2003,Valencia,Ath Bilbao,2,1,H,1,0,H,1.5,3.4,6,1.56,3.4,5.95,1.5,3.5,5.4,1.571,3.25,5.5,1.53,3.6,5.5,1.53,3.6,5.5,1.53,3.4,5.5
SP1,13/12/2003,Celta,Ath Madrid,2,2,D,2,1,H,2.25,3.25,2.75,2.4,3.2,2.7,2.3,3,2.7,2.2,3.2,2.8,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75
SP1,13/12/2003,Espanol,Barcelona,1,3,A,1,3,A,3,3.25,2.1,3.5,3.2,2,3.5,3.1,1.9,3,3.2,2.1,3.5,3.25,1.91,3.5,3.25,1.9,3.2,3.2,2
SP1,13/12/2003,Villarreal,Sociedad,2,0,H,2,0,H,1.909,3.25,3.5,2,3.2,3.5,2,3,3.3,2,3.2,3.2,2.05,3.2,3.2,2.05,3.2,3.2,1.9,3.1,3.6
SP1,14/12/2003,Ath Bilbao,Sevilla,2,1,H,2,1,H,1.909,3.25,3.5,2,3.2,3.5,2,2.9,3.4,1.909,3.2,3.5,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.1,3.6
SP1,14/12/2003,Betis,Valencia,0,1,A,0,1,A,2.7,3.2,2.3,2.65,3.2,2.45,2.5,3,2.5,2.6,3.2,2.375,2.7,3.1,2.38,2.7,3.1,2.37,2.75,3.1,2.3
SP1,14/12/2003,Malaga,Mallorca,3,1,H,1,1,D,2.2,3.25,2.8,2.25,3.15,3,2.2,3,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.87,2.2,3.1,2.87
SP1,14/12/2003,Real Madrid,La Coruna,2,1,H,1,0,H,1.571,3.4,5.5,1.63,3.4,5.25,1.55,3.5,4.8,1.571,3.5,5,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5
SP1,14/12/2003,Santander,Osasuna,0,0,D,0,0,D,2.3,3.2,2.7,2.35,3.1,2.85,2.3,3,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.1,2.8
SP1,14/12/2003,Valladolid,Murcia,0,0,D,0,0,D,1.615,3.4,5,1.7,3.35,4.75,1.65,3.2,4.6,1.615,3.25,5,1.62,3.4,5,1.61,3.4,5,1.61,3.3,5
SP1,14/12/2003,Zaragoza,Albacete,0,1,A,0,0,D,1.833,3.25,3.75,1.85,3.25,4,1.85,3,3.8,1.727,3.2,4.333,1.75,3.2,4.33,1.75,3.2,4.33,1.8,3.1,4
SP1,20/12/2003,Ath Madrid,Santander,2,2,D,0,0,D,1.667,3.4,4.5,1.66,3.4,5,1.7,3.2,4.2,1.667,3.25,4.5,1.62,3.4,5,1.61,3.4,5,1.57,3.5,5
SP1,20/12/2003,Sociedad,Valladolid,1,3,A,1,1,D,1.909,3.25,3.5,1.95,3.2,3.7,1.8,3.1,3.8,1.833,3.2,3.75,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3,3.75
SP1,20/12/2003,Valencia,Sevilla,1,0,H,0,0,D,1.444,3.75,6.5,1.5,3.6,6.5,1.45,3.6,5.8,1.5,3.4,6,1.44,3.75,6.5,1.44,3.75,6.5,1.4,3.75,7
SP1,21/12/2003,Albacete,Ath Bilbao,1,1,D,1,1,D,2.3,3.2,2.7,2.35,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.1,2.8
SP1,21/12/2003,Barcelona,Celta,1,1,D,0,1,A,1.667,3.4,4.5,1.66,3.4,5,1.65,3.3,4.4,1.571,3.5,5,1.62,3.4,5,1.61,3.4,5,1.66,3.3,4.5
SP1,21/12/2003,Betis,Villarreal,1,3,A,0,0,D,2.2,3.25,2.8,2.2,3.2,3,2,2.9,3.4,2.2,3.2,2.8,2.2,3.1,3,2.2,3.1,3,2.25,3,2.87
SP1,21/12/2003,La Coruna,Espanol,2,1,H,1,1,D,1.286,4.5,9,1.28,4.85,9,1.25,4.3,9.5,1.286,4.333,9,1.25,5,9,1.25,5,9,1.2,5,11
SP1,21/12/2003,Mallorca,Real Madrid,1,3,A,1,1,D,4,3.25,1.8,4.1,3.3,1.8,3.8,3,1.85,4,3.2,1.8,4,3.25,1.8,4,3.25,1.8,3.4,3.25,1.9
SP1,21/12/2003,Murcia,Malaga,1,2,A,1,1,D,2.375,3,2.75,2.38,3,2.9,2.3,2.7,3,2.25,3.2,2.75,2.5,3,2.62,2.5,3,2.62,2.37,3,2.7
SP1,21/12/2003,Osasuna,Zaragoza,0,1,A,0,1,A,1.667,3.4,4.5,1.7,3.35,4.75,1.7,3.1,4.4,1.667,3.25,4.5,1.7,3.4,4.33,1.7,3.4,4.33,1.61,3.3,5
SP1,03/01/2004,Celta,La Coruna,0,5,A,0,2,A,2.6,3.2,2.4,2.65,3.1,2.5,2.5,3,2.5,2.75,3,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37
SP1,03/01/2004,Real Madrid,Murcia,1,0,H,1,0,H,1.167,5.5,13,1.17,6,13,1.15,6,12,1.167,5.5,12,1.14,6,13,1.14,6,13,1.14,6,12
SP1,03/01/2004,Zaragoza,Ath Madrid,0,0,D,0,0,D,2.375,3.2,2.625,2.4,3.1,2.75,2.4,2.9,2.7,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.4,3.1,2.6
SP1,04/01/2004,Ath Bilbao,Osasuna,1,1,D,1,1,D,2,3.25,3.25,2,3.2,3.5,2.2,2.9,3,1.909,3.2,3.5,2,3.1,3.4,2,3.1,3.4,2,3.1,3.3
SP1,04/01/2004,Espanol,Mallorca,2,0,H,1,0,H,2.6,3.2,2.4,2.65,3.1,2.5,2.5,3,2.5,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.5,3.1,2.5
SP1,04/01/2004,Malaga,Sociedad,1,2,A,1,2,A,1.909,3.2,3.6,2,3.2,3.5,2,3.1,3.2,1.833,3.2,3.75,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.2,3.5
SP1,04/01/2004,Santander,Barcelona,3,0,H,0,0,D,2.625,3.2,2.375,2.9,3.1,2.3,2.9,3,2.2,2.75,3.2,2.25,2.8,3.1,2.3,2.8,3.1,2.3,2.62,3.2,2.3
SP1,04/01/2004,Sevilla,Albacete,2,0,H,1,0,H,1.727,3.25,4.333,1.75,3.4,4.25,1.8,3,4,1.727,3.2,4.333,1.8,3.2,4,1.8,3.2,4,1.72,3.1,4.5
SP1,04/01/2004,Valencia,Villarreal,4,2,H,0,1,A,1.533,3.4,6,1.6,3.45,5.5,1.6,3.3,4.8,1.571,3.25,5.5,1.53,3.4,6,1.53,3.4,6,1.53,3.25,6
SP1,04/01/2004,Valladolid,Betis,0,0,D,0,0,D,2,3.1,3.4,2.1,3.1,3.35,2,3,3.3,2.1,3.2,3,2,3.1,3.4,2.1,3.1,3.2,2,3.1,3.3
SP1,10/01/2004,Albacete,Valencia,0,1,A,0,1,A,3.75,3.25,1.83,4,3.25,1.85,3.6,3.1,1.85,3.5,3.2,1.91,3.6,3.2,1.91,3.6,3.2,1.91,3.75,3.2,1.83
SP1,10/01/2004,Mallorca,Celta,2,4,A,1,1,D,2,3.25,3.25,2.1,3.2,3.2,2.1,3,3.1,2,3.2,3.2,2,3.25,3.3,2,3.1,3.3,1.9,3.2,3.5
SP1,10/01/2004,Sociedad,Real Madrid,1,0,H,0,0,D,4.33,3.4,1.8,4,3.25,1.85,3.5,3.1,1.9,4,3.2,1.8,4.33,3.25,1.73,4,3.25,1.8,4.33,3.2,1.72
SP1,11/01/2004,Ath Madrid,Ath Bilbao,3,0,H,0,0,D,1.9,3.25,4,1.9,3.15,4,1.8,3.1,3.8,1.8,3.2,4,1.83,3.2,3.75,1.85,3.2,3.75,1.8,3.1,4
SP1,11/01/2004,Barcelona,Zaragoza,3,0,H,2,0,H,1.61,3.4,5,1.61,3.4,5.4,1.45,3.8,5.4,1.62,3.25,5,1.57,3.6,5,1.57,3.6,5,1.57,3.5,5
SP1,11/01/2004,Betis,Malaga,3,0,H,1,0,H,2.1,3.25,3,2.15,3.1,3.25,1.85,3,3.8,2.1,3.2,3,2.2,3.1,3,2.2,3.1,3,2,3.1,3.3
SP1,11/01/2004,La Coruna,Santander,1,1,D,1,0,H,1.4,3.75,7.5,1.45,3.75,7,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5
SP1,11/01/2004,Murcia,Espanol,0,1,A,0,1,A,2.1,3.25,3,2.2,3.1,3.1,2.2,3,2.9,1.91,3.2,3.5,2.2,3.1,3,2.2,3.1,3,2.1,3,3.2
SP1,11/01/2004,Osasuna,Sevilla,1,1,D,0,0,D,1.9,3.2,3.6,1.95,3.1,3.75,1.85,3.1,3.6,1.91,3.2,3.5,1.83,3.2,3.75,1.85,3.2,3.75,1.9,3.1,3.6
SP1,11/01/2004,Villarreal,Valladolid,3,1,H,1,0,H,1.8,3.25,4,1.85,3.1,4.25,1.85,3,3.8,1.8,3.2,4,1.83,3.1,4,1.85,3.1,4,1.83,3,4
SP1,17/01/2004,Barcelona,Ath Bilbao,1,1,D,0,0,D,1.66,3.4,5.5,1.61,3.5,5.2,1.6,3.4,4.6,1.62,3.25,5,1.62,3.4,5,1.62,3.4,5,1.61,3.3,5
SP1,17/01/2004,Murcia,Celta,2,2,D,0,2,A,2.5,3.2,2.5,2.55,3.15,2.55,2.8,2.8,2.4,2.6,3.2,2.38,2.6,3,2.5,2.6,3,2.5,2.75,3.1,2.3
SP1,17/01/2004,Valladolid,Valencia,0,0,D,0,0,D,1.66,3.4,4.5,1.7,3.4,4.6,1.65,3.2,4.6,1.62,3.25,5,1.67,3.4,4.5,1.67,3.4,4.5,1.61,3.3,5
SP1,18/01/2004,Ath Madrid,Sevilla,2,1,H,1,0,H,1.8,3.2,4,1.8,3.25,4.2,1.75,3.1,4.2,1.73,3.2,4.33,1.75,3.25,4.2,1.75,3.25,4.33,1.66,3.3,4.5
SP1,18/01/2004,Betis,Real Madrid,1,1,D,1,0,H,4.5,3.25,1.83,4,3.25,1.85,3.2,3.1,2,4,3.2,1.8,4.5,3.25,1.73,4.33,3.25,1.75,4.33,3.2,1.72
SP1,18/01/2004,La Coruna,Zaragoza,4,1,H,1,1,D,1.36,3.6,9.5,1.41,3.9,7.5,1.33,4,7.5,1.4,3.75,7,1.36,3.75,8.5,1.36,3.75,8.5,1.33,4,8
SP1,18/01/2004,Mallorca,Santander,1,1,D,0,0,D,2.2,3.2,2.87,2.2,3.2,3,2.2,3,2.9,2.25,3.2,2.75,2.1,3.2,3.1,2.1,3.2,3.1,2.25,3.1,2.8
SP1,18/01/2004,Osasuna,Albacete,1,1,D,1,1,D,1.66,3.4,4.5,1.65,3.45,4.9,1.75,3.1,4.2,1.57,3.25,5.5,1.62,3.4,5,1.62,3.4,5,1.61,3.1,5.5
SP1,18/01/2004,Sociedad,Espanol,3,1,H,1,0,H,3.4,3.1,2,3.3,3.2,2.05,3,2.9,2.2,3.2,3.2,2,3.3,3.2,2,3.3,3.2,2,3.6,3.1,1.9
SP1,18/01/2004,Villarreal,Malaga,2,0,H,0,0,D,1.8,3.2,4,1.85,3.25,4,1.8,3.1,3.8,1.73,3.2,4.33,1.85,3.25,3.75,1.85,3.25,3.75,1.72,3.2,4.33
SP1,24/01/2004,Albacete,Ath Madrid,1,1,D,0,1,A,2.6,3.2,2.4,2.65,3.1,2.55,2.5,3,2.5,2.75,3.2,2.25,2.6,3.2,2.4,2.6,3.2,2.4,2.7,3,2.37
SP1,24/01/2004,Real Madrid,Villarreal,2,1,H,1,0,H,1.36,4,7.5,1.38,4.2,7.6,1.4,3.9,6,1.4,3.75,7,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.2,8.5
SP1,25/01/2004,Ath Bilbao,La Coruna,1,0,H,0,0,D,2.7,3.25,2.5,2.65,3.1,2.55,2.5,3,2.5,2.62,2.88,2.5,2.62,3.2,2.38,2.62,3.2,2.38,2.5,3.1,2.5
SP1,25/01/2004,Celta,Sociedad,2,5,A,1,2,A,2.2,3.25,2.8,2.3,3.1,2.95,2.1,3,3.1,2.38,3.2,2.6,2.25,3.1,2.88,2.25,3.1,2.88,2.2,3.1,2.87
SP1,25/01/2004,Espanol,Betis,1,2,A,0,2,A,2.6,3.2,2.4,2.45,3.1,2.7,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.4,3.2,2.6,2.62,3.2,2.3
SP1,25/01/2004,Malaga,Valladolid,2,3,A,1,1,D,1.9,3.2,3.6,2.05,3.1,3.5,2,3,3.3,2,3.2,3.2,1.91,3.2,3.6,1.91,3.2,3.6,2.1,3,3.2
SP1,25/01/2004,Santander,Murcia,3,2,H,1,1,D,1.61,3.4,5,1.65,3.45,4.9,1.65,3.3,4.4,1.62,3.25,5,1.62,3.4,5,1.62,3.4,5,1.61,3.1,5.5
SP1,25/01/2004,Sevilla,Barcelona,0,1,A,0,1,A,2.4,3.2,2.6,2.5,3.2,2.6,2.5,3,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.2,2.62
SP1,25/01/2004,Valencia,Osasuna,0,1,A,0,1,A,1.44,3.6,7,1.48,3.7,6.5,1.4,3.9,6,1.4,3.6,7.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.5,7
SP1,25/01/2004,Zaragoza,Mallorca,1,3,A,0,2,A,2.2,3.25,2.8,2.25,3.1,3,2.1,3,3.1,2.1,3.2,3,2.25,3.1,2.88,2.25,3.1,2.88,2.1,3.1,3.1
SP1,31/01/2004,Ath Madrid,Osasuna,1,1,D,0,1,A,1.833,3.25,3.75,1.9,3.15,3.9,1.8,3,4,1.833,3.2,3.75,1.85,3.25,3.75,1.85,3.25,3.75,1.72,3.2,4.33
SP1,31/01/2004,Betis,Celta,1,0,H,1,0,H,2,3.2,3.75,2.05,3.15,3.35,1.9,3.1,3.5,1.909,3.2,3.5,,,,2,3.1,3.4,2,3.1,3.3
SP1,31/01/2004,Malaga,Valencia,1,6,A,0,2,A,3.25,3.25,2,3.3,3.25,2.05,3.5,3.1,1.9,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.75,3.2,1.83
SP1,01/02/2004,Barcelona,Albacete,5,0,H,1,0,H,1.444,3.6,7,1.4,4,7.5,1.4,3.7,6.5,1.444,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7
SP1,01/02/2004,La Coruna,Sevilla,1,0,H,1,0,H,1.533,3.5,5.5,1.5,3.6,6.5,1.35,4,7,1.4,3.75,7,1.44,3.6,7,1.44,3.6,7,1.4,3.6,7.5
SP1,01/02/2004,Mallorca,Ath Bilbao,1,3,A,1,1,D,2.2,3.2,2.875,2.2,3.2,3,2.1,3,3.1,2.25,3.2,2.75,2.2,3.1,3,2.2,3.1,3,2.25,3.2,2.75
SP1,01/02/2004,Murcia,Zaragoza,1,0,H,1,0,H,2.3,3,2.875,2.35,3.15,2.8,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8
SP1,01/02/2004,Sociedad,Santander,1,0,H,0,0,D,1.909,3.25,3.5,1.85,3.25,4,1.8,3.1,3.8,1.727,3.2,4.333,1.8,3.25,4,1.8,3.25,4,1.72,3.2,4.33
SP1,01/02/2004,Valladolid,Real Madrid,2,3,A,2,0,H,3.75,3.25,1.833,4.2,3.25,1.8,3.6,3.1,1.85,3.75,3.25,1.8,4.33,3.25,1.73,4.33,3.25,1.72,4,3.1,1.8
SP1,01/02/2004,Villarreal,Espanol,0,1,A,0,0,D,1.571,3.4,5.5,1.58,3.45,5.7,1.45,3.6,5.8,1.444,3.6,6.5,1.57,3.4,5.5,1.57,3.4,5.5,1.5,3.4,6
SP1,07/02/2004,Real Madrid,Malaga,2,1,H,1,0,H,1.167,7,13,1.2,5.5,12,1.2,5,10,1.143,5.5,15,1.2,5.5,10,1.2,5.5,10,1.14,6,12
SP1,07/02/2004,Valencia,Ath Madrid,3,0,H,1,0,H,1.615,3.4,5,1.6,3.4,5.5,1.6,3.3,4.8,1.571,3.25,5.5,1.67,3.4,4.5,1.66,3.4,4.5,1.61,3.3,5
SP1,08/02/2004,Albacete,La Coruna,0,2,A,0,0,D,3.6,3.2,1.909,3.45,3.2,2,3.5,3.1,1.9,3.5,3.2,1.909,3.3,3.2,2,3.3,3.2,2,3.4,3,2
SP1,08/02/2004,Ath Bilbao,Murcia,2,1,H,2,1,H,1.533,3.4,6,1.55,3.5,5.85,1.45,3.6,5.8,1.444,3.6,6.5,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6
SP1,08/02/2004,Celta,Villarreal,2,1,H,1,0,H,2.2,3.25,2.8,2.25,3.1,3,2,3.1,3.2,2.2,3.2,2.8,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8
SP1,08/02/2004,Espanol,Valladolid,2,0,H,0,0,D,2.2,3.25,2.8,2.3,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,1.61,3.1,2.7,2.37,3.1,2.7,2.25,3.1,2.8
SP1,08/02/2004,Osasuna,Barcelona,1,2,A,0,1,A,2.6,3.2,2.4,2.65,3.2,2.4,2.7,2.9,2.4,2.5,3.2,2.5,2.6,3,2.5,2.6,3,2.5,2.5,3.1,2.5
SP1,08/02/2004,Santander,Betis,1,2,A,1,1,D,2.25,3.25,2.75,2.35,3.1,2.85,2.3,2.8,2.9,2.1,3.2,3,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3,3
SP1,08/02/2004,Sevilla,Mallorca,3,0,H,0,0,D,2,3.25,3.25,2.1,3.1,3.35,1.9,3.1,3.5,2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2,3.1,3.3
SP1,08/02/2004,Zaragoza,Sociedad,2,1,H,1,1,D,2.875,3.25,2.375,2.75,3.2,2.35,2.8,2.9,2.3,2.8,3.2,2.2,2.75,3.25,2.25,2.75,3.2,2.3,2.75,3.1,2.3
SP1,14/02/2004,Murcia,Sevilla,1,3,A,0,1,A,2.375,3.2,2.625,2.37,3.2,2.75,2.4,2.8,2.8,2.375,3,2.75,2.38,3,2.75,2.37,3,2.75,2.37,3.1,2.62
SP1,14/02/2004,Sociedad,Ath Bilbao,1,1,D,1,1,D,2.1,3.25,3.4,2.1,3.1,3.4,2.2,2.9,3,1.833,3.2,3.75,2.1,3.2,3.1,2.1,3.2,3.1,2,3,3.4
SP1,15/02/2004,Barcelona,Ath Madrid,3,1,H,3,1,H,1.727,3.25,4.333,1.7,3.4,4.75,1.7,3.1,4.4,1.667,3.25,4.5,1.73,3.2,4.5,1.72,3.2,4.5,1.72,3.2,4.33
SP1,15/02/2004,Betis,Zaragoza,2,1,H,2,1,H,1.571,3.4,5.5,1.65,3.45,5,1.7,3.1,4.4,1.615,3.25,5,1.67,3.25,4.75,1.66,3.25,4.75,1.66,3.3,4.5
SP1,15/02/2004,La Coruna,Osasuna,2,0,H,2,0,H,1.533,3.5,5.5,1.55,3.6,5.75,1.45,3.6,5.8,1.5,3.4,6,1.53,3.4,6,1.53,3.4,6,1.57,3.3,5.5
SP1,15/02/2004,Malaga,Espanol,5,2,H,3,1,H,2.1,3.25,3,2.2,3.2,3,2.2,3.1,2.8,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2.1,3.2,3
SP1,15/02/2004,Mallorca,Albacete,0,0,D,0,0,D,1.727,3.25,4.333,1.75,3.35,4.35,1.75,3.1,4.2,1.667,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.1,4.5
SP1,15/02/2004,Real Madrid,Valencia,1,1,D,0,0,D,1.727,3.4,5,1.75,3.3,4.65,1.7,3.1,4.4,1.727,3.2,4.333,1.73,3.25,4.33,1.66,3.25,4.75,1.66,3.3,4.5
SP1,15/02/2004,Valladolid,Celta,0,2,A,0,0,D,2.25,3.25,2.75,2.35,3.1,2.9,2.3,2.8,2.9,2.25,3.2,2.75,2.25,3.1,2.88,2.25,3.1,2.87,2.2,3.1,2.87
SP1,15/02/2004,Villarreal,Santander,6,3,H,3,1,H,1.909,3.25,3.5,2.1,3.15,3.35,1.9,3,3.6,1.909,3.2,3.5,2.05,3.2,3.2,2.05,3.2,3.2,2,3.1,3.3
SP1,21/02/2004,Ath Madrid,La Coruna,0,0,D,0,0,D,2.5,3.2,2.5,2.6,3.25,2.55,2.4,3,2.6,2.5,3.2,2.5,2.6,3.2,2.4,2.6,3.2,2.4,2.4,3.1,2.6
SP1,21/02/2004,Celta,Malaga,0,2,A,0,1,A,1.8,3.25,4,1.78,3.3,4.5,1.8,3.1,3.8,1.727,3.2,4.333,1.83,3.25,3.75,1.72,3.2,4.5,1.83,3.2,3.75
SP1,21/02/2004,Espanol,Real Madrid,2,4,A,1,1,D,5,3.4,1.615,5,3.6,1.65,4.4,3.3,1.65,5,3.25,1.615,5.2,3.8,1.6,5,3.4,1.61,5,3.3,1.61
SP1,21/02/2004,Sevilla,Sociedad,1,0,H,0,0,D,2.2,3.25,2.8,2.2,3.25,3.1,2.2,3,2.9,2.1,3.2,3,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.1,2.87
